Date,Year,Type,Country,State,Location,Activity,Sex,Age,Injury,Time
11-Aug--2011,2011.0,Unprovoked,USA,North Carolina,Beaufort Inlet,Swimming,M,54,Lower right leg bitten,14h00
25-Jul-2011,2011.0,Unprovoked,USA,New Jersey,"Egg Harbor, Atlantic County",Wade Fishing,M,,"No injury, shark bit boot",Night
19-Jul-2011,2011.0,Unprovoked,USA,North Carolina,"Ocracoke Island, Hyde County",Boogie Boarding,F,6,Lower right leg & foot bitten,17h30
13-Jul-2011,2011.0,Unprovoked,USA,Texas,"South Padre Island, Cameron County",Surf fishing,M,,Lacerations to left foot,20h30
07-Jul-2011,2011.0,Unprovoked,USA,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Swimming,M,12,Foot bitten,17h00
07-Jul-2011,2011.0,Unprovoked,USA,Texas,"Mustang Island, Nueces County",Wade Fishing,M,14,Lacerations to right foot,
26-Jun-2008,2011.0,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Playing in the surf,F,10,Ankle bitten,Afternoon
24-Jun-2011,2011.0,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,,Shark leapt onto surfboard; surfer uninjured ,13h30
21-Jun-2011,2011.0,Unprovoked,USA,Florida,"Perdido Key, Escambia County",Jet skiing,M,20,Lacerations to foot and ankle,Afternoon
12-Jun-2011,2011.0,Unprovoked,USA,Florida,"Off Jupiter Inlet, Palm Beach County",Scuba diving,M,28,Lacerations to right calf,14h30
06-Jun-2011,2011.0,Unprovoked,USA,California,"La Jolla, San Diego County",Spearfishing,M,28,"No injury, minor damage to wetsuit",
06-Jun-2011,2011.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,19,Puncture wound to calf,12h00
30-May-2011,2011.0,Unprovoked,USA,Texas,"Follett's Island, Brazoria County",Standing or boogie boardin,F,22,Lacerations & punctures to right thigh ,15h00
25-May-2011,2011.0,Unprovoked,USA,Hawaii,"Lyman Beach, Kailua-Kona",Surfing,F,,"No injury, board bitten",13h15
22-May-2011,2011.0,Unprovoked,USA,Hawaii,"Lyman Beach, Kailua-Kona",Paddle boarding,F,,"No injury, board bitten",12h00
13-May-2011,2011.0,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Body surfing,M,86,Lacerations to left foot & ankle,15h30
13-May-2011,2011.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,37,Minor injury; puncture wounds to calf,06h30
10-May-2011,2011.0,Provoked,USA,Florida,Miami,Fishing ,M,,Laceration to arm by captive shark PROVOKED INCIDENT,
26-Apr-2011,2011.0,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Spearfishing,M,32,Calf bitten,
22-Apr-2011,2011.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing ,M,49,Minor puncture wounds,15h30
Reported 29-Mar-2011,2011.0,Provoked,USA,Texas,Matagorda Beach,"Standing, holding shark pup",M,,Minor laceration to shoulder from captive shark PROVOKED INCIDENT,
26-Dec-2010,2010.0,Unprovoked,USA,Hawaii," Kahului, Maui",Body boarding,M,16,"Lacerations to his lower left leg, calf, foot & ankle",15h35
11-Dec-2010,2010.0,Unprovoked,USA,Hawaii,"Tavares Bay, Maui",Surfing,M,46,Lacerations to right foot,13h51
19-Nov-2010,2010.0,Provoked,USA,Palmyra Atoll,,Snorkeling,M,33,Head bitten by netted shark PROVOKED INCIDENT,13h30
28-Oct-2010,2010.0,Unprovoked,USA,Oregon,Florence,Surfing,M,,No injury to surfer,15h20
23-Oct-2010,2010.0,Unprovoked,USA,Maine,"Burnt Cove near Eastport, Washington County",Scuba diving,M,30,"No injury to diver, shark bit his video camera",Afternoon
22-Oct-2010,2010.0,Unprovoked,USA,California,"Surf Beach, Vandenberg AFB, Santa Barbara County",Body boarding,M,19,FATAL,08h50
27-Sep-2010,2010.0,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,29,"No injury, surfboard rammed",16h00
24-Sep-2010,2010.0,Unprovoked,USA,Virginia,Sandridge Beach,Surfing,M,18,Bite to left ankle and knee,16h30
07-Sep-2010,2010.0,Unprovoked,USA,Florida,"St. Augustine, St. John's County",Swimming,M,27,Lacerations to left wrist,
 04-Sep-2010,2010.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,"No injury, shark charged surfboard",
03-Sep-2010,2010.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Lacerations to right  hand ,12h00
03-Sep-2010,2010.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Left thigh bitten,09h00
18-Aug-2010,2010.0,Unprovoked,USA,Florida,Crescent Beach St. Johns County,Boogie Boarding,M,10,Minor injuries to foot,09h00
14-Aug-2010,2010.0,Watercraft,USA,California,"Pigeon Point, San Mateo County",Kayak Fishing,M,45,"No injury, kayak bitten",
07-Aug-2010,2010.0,Unprovoked,USA,North Carolina,"Figure Eight Island, Wilmington, New Hanover County",Surfing,M,25,Left foot bitten,15h00
05-Aug-2010,2010.0,Invalid,USA,Florida,"Bethune Beach, Volusia County",Swimming,F,,Minor abrasions to legs when she was lifted on the back of a large marine animal,19h15
02-Aug-2010,2010.0,Watercraft,USA,California,"Near oil rig Hondo, 5 nm from Gaviota, Santa Barbara County",Kayaking,M,,"No injury, kayak bitten",12h40
02-Aug-2010,2010.0,Unprovoked,USA,Florida,"Micklers Landing, St. Johns County",Standing,F,37,Lacerations to forearm,11h00
25-Jul-2010,2010.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Standing,M,16,Lacerations to right lower leg,
23-Jul-2010,2010.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,20,Left foot bitten,16h30
19-Jul-2010,2010.0,Unprovoked,USA,South Carolina,Myrtle Beach,Swimming,M,10,Minor lacerations to left calf,10h35
17-Jul-2010,2010.0,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Swimming,F,13,Lacerations to right forearm,13h30
17-Jul-2010,2010.0,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,55,Minor lacerations to right foot,
16-Jul-2010,2010.0,Unprovoked,USA,Texas,Galveston,Fishing,M,,Leg bitten,
11-Jul-2010,2010.0,Provoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",Fishing,M,,Small laceration to forearm from netted shark  PROVOKED INCIDENT,
03-Jul-2010,2010.0,Provoked,USA,New York,Off Long Island,Fishing,M,20,Laceration to right bicep by hooked shark PROVOKED INCIDENT,12h30
02-Jul-2010,2010.0,Unprovoked,USA,California,"Pismo Beach, San Luis  Obispo County",Surfing,M,19,Laceration to left foot,Evening
02-Jul-2010,2010.0,Unprovoked,USA,California,"Dog Patch, San Onofre",Stand-Up Paddleboarding,M,48,"No injury, board bumped by shark",15h15
27-Jun-2010,2010.0,Unprovoked,USA,Texas,"Eight Mile Beach, Galveston",Surfing,M,20,Lacerations to right foot,
25-Jun-2010,2010.0,Unprovoked,USA,South Carolina,Fripp Island,Boogie Boarding,F,6,Laceration to leg,
25-Jun-2010,2010.0,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",Swimming,F,13,Laceration to left foot,13h00
10-Jun-2010,2010.0,Unprovoked,USA,Florida,Jacksonville,Boogie Boarding,F,18,Lacerations to left calf and foot,12h30
Jun-2010,2010.0,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Surfing,M,20,Lacerations to left foot,
30-May-2010,2010.0,Provoked,USA,Florida,Off Tarpon Springs,Fishing,M,49,Laceration to left calf by hooked shark PROVOKED INCIDENT,08h45
01-May-2010,2010.0,Unprovoked,USA,Florida,New Smyrna Beach,Wading,F,10,Minor puncture wounds to right ankle,10h30
28-Apr-2010,2010.0,Provoked,USA,Florida,Hanalei Bay,Measuring sharks,M,29,Arm bitten PROVOKED INCIDENT ,Afternoon
19-Apr-2010,2010.0,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,68,"No injury, surfboard bitten",16h00
06-Feb-2010,2010.0,Provoked,USA,Florida,Riviera Beach,Surf fishing / wading,M,,Leg bitten while trying to free a hooked shark PROVOKED INCIDENT,15h00
03-Feb-2010,2010.0,Unprovoked,USA,Florida,"Stuart, Martin County",Kite Boarding,M,38,FATAL,15h44
06-Jan-2010,2010.0,Unprovoked,USA,Florida,Elliot Key,Spearfishing,M,32,Lacerations to  arm,10h15
05-Dec-2009,2009.0,Provoked,USA,New Jersey,"Adventure Aquarium, Camden",Diving,M,58,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,13h00
25-Nov-2009,2009.0,Invalid,USA,California,"Huntington Beach, Orange County",Surfing,M,49,Puncture wounds to right foot,15h30
24-Nov-2009,2009.0,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",Wading,M,10,Left foot bitten,Morning
16-Nov-2009,2009.0,Unprovoked,USA,California,"Loch Lomond, Marin County",Fishing,M,31,Puncture wounds and minor lacerations to dorsal surface of his left hand,16h45
16-Nov-2009,2009.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,M,22,Foot bitten,09h30
13-Nov-2009,2009.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,F,27,Foot bitten,16h30
11-Nov-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Foot bitten,Afternoon
05-Nov-2009,2009.0,Unprovoked,USA,California,"Davenport, Santa Cruz County",Surfing,M,21,"No injury, board broken in half",Dusk
24-Oct-2009,2009.0,Unprovoked,USA,California,"San Onofre, San Diego County ",Surfing,M,,"3 puncture wounds to big toe of left foot, and laceration on arch of foot",17h30
19-Oct-2009,2009.0,Unprovoked,USA,Hawaii,"Kalama Park, Maui",Surfing,M,54,Bitten on upper right thigh & right ankle,06h00
09-Oct-2009,2009.0,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,,Laceration to shin of left leg,11h00
26-Sep-2009,2009.0,Unprovoked,USA,Florida,"Key Colony Beach, Monroe County",Swimming,M,,Laceration to right foot,17h30
12-Sep-2009,2009.0,Invalid,USA,North Carolina,"Corolla, Currituck County",Swimming,M,60,FATAL,21h00
30-Aug-2009,2009.0,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,,No injury,18h30
25-Aug-2009,2009.0,Unprovoked,USA,California,"Terramar Beach, Carlsbad, San Diego County",Swimming,F,22,Puncture wounds to left foot & calf,16h30
10-Aug-2009,2009.0,Unprovoked,USA,Florida,"Ponce, Volusia County",Swimming,M,26,Puncture marks on left foot,19h00
06-Aug-2009,2009.0,Unprovoked,USA,Hawaii,Kawa'a ,Surfing,M,,"No injury, surfboard bitten",08h45
01-Aug-2009,2009.0,Unprovoked,USA,Louisiana,"Curlew Island, Breton Sound",Wade Fishing,M,56,Right ankle & foot bitten,10h00
24-Jul-2009,2009.0,Unprovoked,USA,Texas,South Padre Island,Wading,F,14,Lacerations to anterior left lower leg,Afternoon
22-Jul-2009,2009.0,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Swimming,F,26,Laceration to left foot,15h00
22-Jul-2009,2009.0,Unprovoked,USA,Florida,"Intracoastal Waterway,      St. Petersburg",Swimming,F,19,Laceration to lower right leg,15h00
11-Jul-2009,2009.0,Unprovoked,USA,California,"San Onofre, San Diego County ",Paddle-surfing,M,,"No injury, shark collided with surfer & board",08h30
05-Jul-2009,2009.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Boogie Boarding,F,12,Right ankle bitten,16h00
04-Jul-2009,2009.0,Provoked,USA,Florida,"Biscayne National Park, Miami",Swimming,F,43,Thigh injured by hooked shark PROVOKED INCIDENT,15j45
21-Jun-2009,2009.0,Invalid,USA,California,"Shell Beach, San Luis Obispo County",Surfing,M,26,Puncture wounds to foot,
16-Jun-2009,2009.0,Invalid,USA,Florida,"Melbourne Beach, Brevard County",Crawling,M,14,2-inch laceration to upper left arm,17h30
25-May-2009,2009.0,Provoked,USA,Florida,"Clearwater Beach, Pinellas County",Swimming,M,,Right foot bitten,20h30
17-May-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,Lacerations to left leg & foot,09h35
16-May-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,49,Lacerations to right foot,10h27
16-May-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,55,Lacerations to right hand,10h16
28-Apr-2009,2009.0,Unprovoked,USA,Florida,"St. Augustine, St. John's County",,F,,Multiple lacerations to right foot & ankle,16h45
Reported 25-Apr-2009,2009.0,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,,No injury,10h00
21-Apr-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,3 puncture wounds to posterior right ankle,Late afternoon
19-Apr-2009,2009.0,Unprovoked,USA,Florida,"Carlin Park, Jupiter Inlet",Surfing,M,52,Left foot bitten,16h00
17-Apr-2009,2009.0,Unprovoked,USA,Florida,"Walton Rocks, St Lucie County",Surfing,M,31,Laceration to forearm,13h15
11-Apr-2009,2009.0,Invalid,USA,Hawaii,Kona,Spearfishing,M,49,Missing,
06-Apr-2009,2009.0,Unprovoked,USA,California,San Diego County,Spearfishing,M,,Shark struck him but the diver was not injured,07h45
03-Apr-2009,2009.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Wading,M,15,Lacerations to right foot and ankle,16h00
18-Mar-2009,2009.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,F,17,Minor bite to ankle,17h30
17-Mar-2009,2009.0,Unprovoked,USA,Hawaii,Alenuihaha Channel,Swimming,M,61,"Minor injury, bite chest and left calf",20h00
08-Feb-2009,2009.0,Sea Disaster,USA,Puerto Rico,Quebradillas,Air Disaster,M,,It is probable that all 5 passengers died on impact. The body of one was scavenged by a shark,
20-Dec-2008,2008.0,Watercraft,USA,California,"Dillon Beach, Marin County",Kayaking,M,,"No injury, shark struck paddle",15h00
08-Oct-2008,2008.0,Unprovoked,USA,Florida,"Santa Rosa Beach, Walton County",Fishing,M,11,Lacerations,12h00
28-Sep-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,44,Small puncture wounds to the heel of left foot,11h45
28-Sep-2008,2008.0,Unprovoked,USA,Florida,Bethune Beach,Surfing,M,40,Right foot bitten,11h00
14-Sep-2008,2008.0,Unprovoked,USA,Florida,"Ormond-by-the-Sea, Volusia County",Swimming,M,32,Lacerations to foot,12h00
09-Sep-2008,2008.0,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Surfing,M,40,Bitten on right thigh & calf,16h30
08-Sep-2008,2008.0,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,M,,"No injury to surfer, board bitten",10h30
06-Sep-2008,2008.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,43,Minor injury to foot,12h00
06-Sep-2008,2008.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,15,Minor injury to foot,12h00
01-Sep-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52,Shark bumped right ankle,10h00
Sep-2008,2008.0,Unprovoked,USA,Florida,Hutchinson Island,Surfing,M,,Right hand bitten,Morning
30-Aug-2008,2008.0,Invalid,USA,Hawaii,"McKenzie Beach Park in Pahoa, Hawai'i ",Swimming,M,27,Death was probably due to drowning,19h20
28-Aug-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Superfical cut to left ankle,12h00
27-Aug-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,26,Lacerations to lower left leg,11h00
24-Aug-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County","Swimming, towing surfboard",M,20,Minor injury to left foot,15h00
24-Aug-2008,2008.0,Invalid,USA,North Carolina,"Surf City, Topsail Island, Pender County",Surfing,F,20,Calf bitten,18h00
20-Aug-2008,2008.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Swimming,M,47,3 lacerations to forearm,14h45
18-Aug-2008,2008.0,Invalid,USA,South Carolina,"North Myrtle Beach, Horry County",,M,7,Minor injuries,
16-Aug-2008,2008.0,Unprovoked,USA,US Virgin Islands,Buck Island,Treading water,F,38,Severe lacerations to left foot,Dusk
12-Aug-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,F,13,Puncture wounds & 3-inch laceration to right calf,12h05
11-Aug-2008,2008.0,Unprovoked,USA,Hawaii,"Ala Moana Beach Park, Oah'u",Diving,M,,"No injury, shark grabbed his bag of fish",14h00
26-Jul-2008,2008.0,Unprovoked,USA,Hawaii,"Honokowai, Maui",Swimming,M,,Minor injury,15h30
25-Jul-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Right foot bitten,09h00
25-Jul-2008,2008.0,Unprovoked,USA,Hawaii,"Lahilahi Point, Oahu",Snorkeling,F,44,Forearm bitten ,08h45
24-Jul-2008,2008.0,Unprovoked,USA,North Carolina,"Surf City, Topsail Island, Pender County",Wading,M,9,Minor lacerations to  toe,
24-Jul-2008,2008.0,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",Wading,F,8,Lacerations to dorsum of right foot ,13h00
23-Jul-2008,2008.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Foot bitten after he stepped on the shark PROVOKED INCIDENT,14h30
19-Jul-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,16,Lacerations to lower left leg,13h55
13-Jul-2008,2008.0,Invalid,USA,North Carolina,"Carolina Beach, New Hanover County",Body surfing,M,52,"Bruises, abrasions and some spinal and nerve damage when collided with marine animal, possibly a shark or dolphin.",
11-Jul-2008,2008.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Surfing,M,24,Laceration to foream,14h00
09-Jul-2008,2008.0,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,F,14,Lacerations to  right foot,19h30
05-Jul-2008,2008.0,Unprovoked,USA,South Carolina,"Litchfield Beach, Georgetown County",,F,17,Lacerations to right foot,14h21
28-Jun-2008,2008.0,Invalid,USA,Hawaii,"Kamilo Point, Hawai'i",Wading,M,53,Probable drowning with post-mortem bites,Afternoon
26-Jun-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,29,Minor laceration to foot,Afternoon
26-Jun-2008,2008.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,37,Lacerations to hand,11h15
21-Jun-2008,2008.0,Watercraft,USA,California,"West Cove, Catalina Island",Kayaking,F,40," No injury. Shark bumped kayak, flinging her into the  water. ",09h00
20-Jun-2008,2008.0,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Wading,F,35,Lacerations to lower right calf,11h10
07-Jun-2008,2008.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Body surfing,M,40,Lacerations & abrasions to right hand,
01-Jun-2008,2008.0,Unprovoked,USA,South Carolina,Cherry Grove,Body surfing,F,15,Foot bitten,18h30
26-May-2008,2008.0,Unprovoked,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",Surfing,M,9,Biceps & lower arm bitten,15h50
07-May-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,6,2 inch laceration to left lower calf.,Just before noon
28-Apr-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,3-inch laceration to dorsal surface of left foot,11h45
27-Apr-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Calf bitten,10h30
26-Apr-2008,2008.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Puncture wounds to right foot                  PROVOKED INCIDENT,09h50
25-Apr-2008,2008.0,Unprovoked,USA,California,"Solana Beach, San Diego County",Swimming,M,66,FATAL,07h00
20-Apr-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Cuts & punctures to right foot,08h45
15-Apr-2008,2008.0,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,30,Puncture wounds to right foot,15h00
25-Mar-2008,2008.0,Unprovoked,USA,Florida,"Palm Beach Shores, Palm Beach County",Wading,M,15,Shin bitten,
Reported 08-Apr-2008,2008.0,Unprovoked,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Surfing,,,Foot bitten,
03-Apr-2008,2008.0,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,18,Right foot & ankle bitten,12h00
28-Mar-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",Surfing,M,52,Foot bitten,18h50
28-Mar-2008,2008.0,Unprovoked,USA,Florida,"Near Cocoa Beach, Brevard  County",Boogie Boarding,M,,Right foot bitten,
23-Mar-2008,2008.0,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,13,Three small lacerations/ punctures to right foot,11h30
21-Mar-2008,2008.0,Unprovoked,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",Wading,M,14,Two 3-inch lacerations to right ankle,15h53
15-Mar-2008,2008.0,Unprovoked,USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",Jet skiing,M,8,Minor injury,Afternoon
07-Mar-2008,2008.0,Unprovoked,USA,California," Huntington Beach, Orange County",Surfing,M,27,"No injury to surfer, surfboard bitten by the shark",08h00
